INSTITUCIÓN DE EDUCACIÓN SUPERIOR (IES);SECTOR IES;CARACTER IES;MUNICIPIO DE DOMICILIO DE LA IES;PROGRAMA ACADÉMICO;ÁREA DE CONOCIMIENTO;METODOLOGIA;SEXO;AÑO;SEMESTRE;MATRICULADOS 
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;OPTOMETRIA;Ciencias de la salud;Presencial;Femenino;2023;2;9
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;TERAPIA RESPIRATORIA;Ciencias de la salud;Presencial;Masculino;2023;1;4
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;TERAPIA RESPIRATORIA;Ciencias de la salud;Presencial;Masculino;2023;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;TERAPIA RESPIRATORIA;Ciencias de la salud;Presencial;Femenino;2023;1;16
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;TERAPIA RESPIRATORIA;Ciencias de la salud;Presencial;Femenino;2023;2;14
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;FISIOTERAPIA;Ciencias de la salud;Presencial;Masculino;2023;1;12
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;FISIOTERAPIA;Ciencias de la salud;Presencial;Masculino;2023;2;15
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;FISIOTERAPIA;Ciencias de la salud;Presencial;Femenino;2023;1;31
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;FISIOTERAPIA;Ciencias de la salud;Presencial;Femenino;2023;2;24
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ODONTOLOGÍA;Ciencias de la salud;Presencial;Masculino;2023;1;8
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ODONTOLOGÍA;Ciencias de la salud;Presencial;Masculino;2023;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ODONTOLOGÍA;Ciencias de la salud;Presencial;Femenino;2023;1;8
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ODONTOLOGÍA;Ciencias de la salud;Presencial;Femenino;2023;2;4
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ENTRENAMIENTO DEPORTIVO;Ciencias de la salud;Presencial;Masculino;2023;1;5
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ENTRENAMIENTO DEPORTIVO;Ciencias de la salud;Presencial;Masculino;2023;2;4
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ENTRENAMIENTO DEPORTIVO;Ciencias de la salud;Presencial;Femenino;2023;1;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;Privado;Institución Universitaria/Escuela Tecnológica;Pereira;ENTRENAMIENTO DEPORTIVO;Ciencias de la salud;Presencial;Femenino;2023;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;TECNOLOGIA EN COMPUTACION;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;BIOLOGIA;Matemáticas y ciencias naturales;Presencial;Femenino;2023;1;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;20
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;3
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;INGENIERIA DE SISTEMAS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;9
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMÁTICOS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;16
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;Privado;Institución Universitaria/Escuela Tecnológica;Santa Rosa de Cabal;TECNOLOGIA EN DESARROLLO DE SISTEMAS INFORMÁTICOS;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;7
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Masculino;2023;2;6
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Femenino;2023;1;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TECNOLOGIA EN GESTION DE LA SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Femenino;2023;2;18
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TÉCNICO PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;18
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TÉCNICO PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;96
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TÉCNICO PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;6
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TÉCNICO PROFESIONAL EN PROGRAMACIÓN DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;55
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;PROFESIONAL SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Femenino;2023;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;PROFESIONAL SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Femenino;2023;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;INGENIERIA DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;9
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;INGENIERIA DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;6
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;INGENIERIA DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;1;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;INGENIERIA DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROCESOS DE SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Masculino;2023;1;6
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROCESOS DE SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Masculino;2023;2;15
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROCESOS DE SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Femenino;2023;1;9
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TÉCNICA PROFESIONAL EN PROCESOS DE SEGURIDAD Y SALUD EN EL TRABAJO;Ciencias de la salud;Presencial;Femenino;2023;2;25
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;1;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Masculino;2023;2;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;Privado;Institución Técnica Profesional;Pereira;TECNOLOGÍA EN DESARROLLO DE SOFTWARE;Ingeniería, arquitectura, urbanismo y afines;Presencial;Femenino;2023;2;1
