Institución de Educación Superior (IES);Sector IES;Caracter IES;"Municipio de
domicilio de la IES";"Sexo del
Docente";"Máximo nivel de formación
del docente";"Tiempo de dedicación
del Docente";AÑO;Semestre;No. de Docentes
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;2;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;TECNOLÓGICA;Medio Tiempo;2019;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;TECNOLÓGICA;Medio Tiempo;2019;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;TECNOLÓGICA;Tiempo Completo o Exclusiva;2019;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;TECNOLÓGICA;Tiempo Completo o Exclusiva;2019;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;TECNOLÓGICA;Tiempo Completo o Exclusiva;2019;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;TECNOLÓGICA;Tiempo Completo o Exclusiva;2019;2;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;ESPECIALIZACIÓN MÉDICO QUIRÚRGICA;Catedra;2019;1;1
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;ESPECIALIZACIÓN MÉDICO QUIRÚRGICA;Catedra;2019;1;2
FUNDACION UNIVERSITARIA DEL AREA ANDINA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;ESPECIALIZACIÓN MÉDICO QUIRÚRGICA;Catedra;2019;2;4
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;DOCTORADO;Catedra;2019;1;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;DOCTORADO;Catedra;2019;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;DOCTORADO;Tiempo Completo o Exclusiva;2019;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;MAESTRÍA;Catedra;2019;1;10
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;MAESTRÍA;Catedra;2019;2;14
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;MAESTRÍA;Catedra;2019;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;MAESTRÍA;Medio Tiempo;2019;1;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;MAESTRÍA;Medio Tiempo;2019;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;MAESTRÍA;Tiempo Completo o Exclusiva;2019;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;MAESTRÍA;Tiempo Completo o Exclusiva;2019;1;13
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;MAESTRÍA;Tiempo Completo o Exclusiva;2019;2;12
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Catedra;2019;1;13
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Catedra;2019;2;11
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Catedra;2019;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;1;8
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;2;5
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;UNIVERSITARIA;Catedra;2019;1;38
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;UNIVERSITARIA;Catedra;2019;2;21
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;UNIVERSITARIA;Catedra;2019;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;2;1
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;2;2
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;1;7
CORPORACION UNIVERSITARIA DE SANTA ROSA DE CABAL-UNISARC-;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;SANTA ROSA DE CABAL;HOMBRE;UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;2;4
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;MAESTRÍA;Catedra;2019;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;MAESTRÍA;Catedra;2019;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;MAESTRÍA;Tiempo Completo o Exclusiva;2019;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;MAESTRÍA;Tiempo Completo o Exclusiva;2019;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Catedra;2019;1;6
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Catedra;2019;2;6
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Medio Tiempo;2019;1;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Medio Tiempo;2019;2;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;1;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;2;1
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;UNIVERSITARIA;Catedra;2019;1;13
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;UNIVERSITARIA;Catedra;2019;2;12
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;UNIVERSITARIA;Medio Tiempo;2019;1;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;UNIVERSITARIA;Medio Tiempo;2019;2;3
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;1;2
CORPORACION INSTITUTO DE ADMINISTRACION Y FINANZAS - CIAF;PRIVADA;INSTITUCIÓN TÉCNICA PROFESIONAL;PEREIRA;HOMBRE;UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;2;2
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;DOCTORADO;Catedra;2019;1;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;DOCTORADO;Catedra;2019;2;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;MAESTRÍA;Catedra;2019;1;12
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;MAESTRÍA;Catedra;2019;2;17
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;MAESTRÍA;Tiempo Completo o Exclusiva;2019;1;3
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;MAESTRÍA;Tiempo Completo o Exclusiva;2019;2;4
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Catedra;2019;1;16
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;ESPECIALIZACIÓN UNIVERSITARIA;Catedra;2019;2;21
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;ESPECIALIZACIÓN TECNOLÓGICA;Catedra;2019;1;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;UNIVERSITARIA;Catedra;2019;1;6
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;UNIVERSITARIA;Catedra;2019;2;4
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;UNIVERSITARIA;Medio Tiempo;2019;1;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;UNIVERSITARIA;Medio Tiempo;2019;2;1
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;1;4
FUNDACION UNIVERSITARIA COMFAMILIAR RISARALDA;PRIVADA;INSTITUCIÓN UNIVERSITARIA/ESCUELA TECNOLÓGICA;PEREIRA;HOMBRE;UNIVERSITARIA;Tiempo Completo o Exclusiva;2019;2;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2020;1;11
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Catedra;2020;2;16
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2020;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Medio Tiempo;2020;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2020;1;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2020;2;15
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2020;1;99
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Doctorado;Tiempo Completo o Exclusiva;2020;2;101
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Catedra;2020;1;208
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Catedra;2020;2;213
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2020;1;39
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Medio Tiempo;2020;2;40
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;1;66
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;2;68
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;1;91
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Maestría;Tiempo Completo o Exclusiva;2020;2;89
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2020;1;79
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Catedra;2020;2;75
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2020;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Medio Tiempo;2020;2;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;1;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;1;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;2;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Catedra;2020;1;210
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Catedra;2020;2;223
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Medio Tiempo;2020;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Medio Tiempo;2020;2;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;1;12
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;2;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;1;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Universitaria;Tiempo Completo o Exclusiva;2020;2;10
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Tecnológica;Catedra;2020;1;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Tecnológica;Catedra;2020;2;7
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Docente sin título;Catedra;2020;1;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Docente sin título;Catedra;2020;2;3
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Docente sin título;Tiempo Completo o Exclusiva;2020;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Docente sin título;Tiempo Completo o Exclusiva;2020;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Catedra;2020;1;27
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Catedra;2020;2;18
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2020;1;11
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2020;2;8
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2020;1;14
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Medio Tiempo;2020;2;14
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2020;1;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;HOMBRE;Especialización Médico Quirúrgica;Tiempo Completo o Exclusiva;2020;2;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Catedra;2020;1;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Catedra;2020;2;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Medio Tiempo;2020;1;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Medio Tiempo;2020;2;6
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2020;1;11
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2020;2;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2020;1;28
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Doctorado;Tiempo Completo o Exclusiva;2020;2;30
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Catedra;2020;1;149
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Catedra;2020;2;144
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2020;1;21
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2020;2;21
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2020;1;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Medio Tiempo;2020;2;2
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;1;28
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;2;27
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;1;15
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Maestría;Tiempo Completo o Exclusiva;2020;2;13
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2020;1;39
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Catedra;2020;2;37
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2020;1;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Medio Tiempo;2020;2;4
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Especialización Universitaria;Tiempo Completo o Exclusiva;2020;2;1
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Catedra;2020;1;107
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Catedra;2020;2;123
UNIVERSIDAD TECNOLOGICA DE PEREIRA - UTP;OFICIAL;Universidad;Pereira;MUJER;Universitaria;Medio Tiempo;2020;1;2
